fact_id,text
fact_date_date_1915_1918_1915_1918_the_international_competition_for_a_development_plan_for_zurich_and_its_suburbs_1915_1918_strongly_shaped_future_development,The international competition for a development plan for Zurich and its suburbs (1915-1918) strongly shaped future development.
fact_place_place_zurich_switzerland_the_paragraph_discusses_the_urban_development_of_zurich,The paragraph discusses the urban development of Zurich.
fact_date_date_1850_2000_1850_2000_the_urban_development_of_zurich_is_covered_for_the_period_1850_to_2000,The urban development of Zurich is covered for the period 1850 to 2000.
fact_place_place_zurich_switzerland_the_paragraph_discusses_the_development_of_the_zurich_agglomeration,The paragraph discusses the development of the Zurich agglomeration.
fact_date_date_since_1930_1930_2024_the_development_of_the_zurich_agglomeration_has_been_ongoing_since_1930,The development of the Zurich agglomeration has been ongoing since 1930.
fact_place_place_zurich_switzerland_from_1930_the_city_acquired_houses_for_old_town_renovation,"From 1930, the city acquired houses for old town renovation."
fact_place_place_zurich_switzerland_in_1962_the_old_town_was_placed_under_city_protection,"In 1962, the old town was placed under city protection."
fact_place_place_zurich_switzerland_the_concept_of_a_car_friendly_city_was_only_partially_realized_including_widening_bahnhof_and_limmatquai_bahnhof_bridge_and_central,"The concept of a car-friendly city was only partially realized, including widening Bahnhof- and Limmatquai, Bahnhof bridge, and Central."
fact_place_place_zurich_switzerland_the_high_performance_road_around_the_old_town_planned_in_the_1955_general_traffic_plan_was_not_built,"The high-performance road around the old town, planned in the 1955 general traffic plan, was not built."
fact_place_place_zurich_switzerland_an_underground_or_deep_tram_rejected_in_the_1962_referendum_was_not_built,An underground or deep tram rejected in the 1962 referendum was not built.
fact_place_place_zurich_switzerland_an_underground_railway_rejected_in_1973_was_not_built,An underground railway rejected in 1973 was not built.
fact_place_place_zurich_switzerland_the_city_tried_to_solve_inner_city_traffic_problems_with_federal_funds_by_promoting_highway_construction,The city tried to solve inner-city traffic problems with federal funds by promoting highway construction.
fact_place_place_zurich_switzerland_the_opening_of_the_provisional_western_tangent_in_1972_led_to_a_rethink,The opening of the provisional western tangent in 1972 led to a rethink.
fact_place_place_zurich_switzerland_environmental_concerns_regularly_found_political_majorities,Environmental concerns regularly found political majorities.
fact_place_place_zurich_switzerland_the_deindustrialization_from_the_1970s_caused_a_financial_crisis_in_the_1990s,The deindustrialization from the 1970s caused a financial crisis in the 1990s.
fact_place_place_zurich_switzerland_the_deindustrialization_created_free_spaces_enabling_the_boom_in_zurich_west_and_repurposing_of_industrial_areas_into_service_and_residential_districts_in_oerlikon_,"The deindustrialization created free spaces, enabling the boom in Zurich-West and repurposing of industrial areas into service and residential districts in Oerlikon, Giesshübel, Binz, Altstetten, and Affoltern."
fact_place_place_old_town_zurich_switzerland_in_1962_the_old_town_was_placed_under_city_protection_often_leading_to_hollowing_out_of_old_town_houses,"In 1962, the old town was placed under city protection, often leading to hollowing out of old town houses."
fact_place_place_old_town_zurich_switzerland_the_high_performance_road_around_the_old_town_planned_in_the_1955_general_traffic_plan_was_not_built,"The high-performance road around the old town, planned in the 1955 general traffic plan, was not built."
fact_place_place_bahnhof_and_limmatquai_the_concept_of_a_car_friendly_city_was_only_partially_realized_including_widening_bahnhof_and_limmatquai,"The concept of a car-friendly city was only partially realized, including widening Bahnhof- and Limmatquai."
fact_place_place_bahnhofbrücke_zurich_switzerland_the_concept_of_a_car_friendly_city_was_only_partially_realized_including_widening_bahnhof_bridge,"The concept of a car-friendly city was only partially realized, including widening Bahnhof bridge."
fact_place_place_central_zurich_switzerland_the_concept_of_a_car_friendly_city_was_only_partially_realized_including_widening_central,"The concept of a car-friendly city was only partially realized, including widening Central."
fact_place_place_zurich_west_zurich_switzerland_the_deindustrialization_created_free_spaces_enabling_the_boom_in_zurich_west,"The deindustrialization created free spaces, enabling the boom in Zurich-West."
fact_place_place_oerlikon_zurich_switzerland_the_deindustrialization_created_free_spaces_enabling_repurposing_of_industrial_areas_into_service_and_residential_districts_in_oerlikon,"The deindustrialization created free spaces, enabling repurposing of industrial areas into service and residential districts in Oerlikon."
fact_place_place_giesshübel_zurich_switzerland_the_deindustrialization_created_free_spaces_enabling_repurposing_of_industrial_areas_into_service_and_residential_districts_in_giesshübel,"The deindustrialization created free spaces, enabling repurposing of industrial areas into service and residential districts in Giesshübel."
fact_place_place_binz_zurich_switzerland_the_deindustrialization_created_free_spaces_enabling_repurposing_of_industrial_areas_into_service_and_residential_districts_in_binz,"The deindustrialization created free spaces, enabling repurposing of industrial areas into service and residential districts in Binz."
fact_place_place_altstetten_zurich_switzerland_the_deindustrialization_created_free_spaces_enabling_repurposing_of_industrial_areas_into_service_and_residential_districts_in_altstetten,"The deindustrialization created free spaces, enabling repurposing of industrial areas into service and residential districts in Altstetten."
fact_place_place_affoltern_zurich_switzerland_the_deindustrialization_created_free_spaces_enabling_repurposing_of_industrial_areas_into_service_and_residential_districts_in_affoltern,"The deindustrialization created free spaces, enabling repurposing of industrial areas into service and residential districts in Affoltern."
fact_date_date_1930_1930_1930_from_1930_the_city_acquired_houses_for_old_town_renovation,"From 1930, the city acquired houses for old town renovation."
fact_date_date_1962_1962_1962_in_1962_the_old_town_was_placed_under_city_protection,"In 1962, the old town was placed under city protection."
fact_date_date_1962_1962_1962_an_underground_or_deep_tram_was_rejected_in_the_1962_referendum,An underground or deep tram was rejected in the 1962 referendum.
fact_date_date_1955_1955_1955_the_high_performance_road_around_the_old_town_was_planned_in_the_1955_general_traffic_plan,The high-performance road around the old town was planned in the 1955 general traffic plan.
fact_date_date_1973_1973_1973_an_underground_railway_was_rejected_in_1973,An underground railway was rejected in 1973.
fact_date_date_1972_1972_1972_the_opening_of_the_provisional_western_tangent_in_1972_led_to_a_rethink,The opening of the provisional western tangent in 1972 led to a rethink.
fact_date_date_1970s_1970_1979_the_deindustrialization_from_the_1970s_caused_a_financial_crisis_in_the_1990s_and_created_free_spaces,The deindustrialization from the 1970s caused a financial crisis in the 1990s and created free spaces.
fact_date_date_1990s_1990_1999_the_deindustrialization_from_the_1970s_caused_a_financial_crisis_in_the_1990s,The deindustrialization from the 1970s caused a financial crisis in the 1990s.
fact_place_place_zurich_switzerland_at_the_beginning_of_the_19th_century_cotton_and_silk_industries_dominated_city_economy,"At the beginning of the 19th century, cotton and silk industries dominated city economy."
fact_place_place_zurich_switzerland_silk_trade_and_processing_took_place_in_zurich,Silk trade and processing took place in Zurich.
fact_place_place_zurich_switzerland_construction_of_the_railway_from_1847_enabled_zurich_s_development_as_an_industrial_center_and_transport_hub,Construction of the railway from 1847 enabled Zurich's development as an industrial center and transport hub.
fact_place_place_zurich_switzerland_with_schweizerische_kreditanstalt_created_in_1856_to_finance_the_textile_industry_and_railway_construction_zurich_became_a_banking_center,"With Schweizerische Kreditanstalt, created in 1856 to finance the textile industry and railway construction, Zurich became a banking center."
fact_place_place_zurich_switzerland_schweizerische_rentenanstalt_1857_and_schweizerische_rückversicherungsanstalt_1863_founded_the_insurance_sector_in_zurich,Schweizerische Rentenanstalt (1857) and Schweizerische Rückversicherungsanstalt (1863) founded the insurance sector in Zurich.
fact_place_place_zurich_switzerland_towards_the_end_of_the_19th_century_heavy_industry_shifted_from_the_center_to_outskirts_in_aussersihl_and_oerlikon,"Towards the end of the 19th century, heavy industry shifted from the center to outskirts in Aussersihl and Oerlikon."
fact_place_place_zurich_switzerland_by_1930_the_textile_industry_lost_its_leading_role_to_metal_machinery_and_electrical_industries,"By 1930, the textile industry lost its leading role to metal, machinery and electrical industries."
fact_place_place_zurich_switzerland_in_1929_a_quarter_of_all_bank_employees_and_a_third_of_all_insurance_employees_in_switzerland_worked_in_zurich,"In 1929, a quarter of all bank employees and a third of all insurance employees in Switzerland worked in Zurich."
fact_place_place_zurich_switzerland_in_the_1980s_and_1990s_financial_institutions_outsourced_parts_of_their_jobs_to_suburbs_and_the_zurich_region_became_one_of_the_world_s_ten_largest_financial_center,"In the 1980s and 1990s, financial institutions outsourced parts of their jobs to suburbs, and the Zurich region became one of the world's ten largest financial centers."
fact_place_place_zurich_switzerland_in_the_second_half_of_the_20th_century_the_city_also_became_switzerland_s_media_center,"In the second half of the 20th century, the city also became Switzerland's media center."
fact_place_place_zurich_switzerland_apart_from_major_zurich_newspapers_neue_zürcher_zeitung_and_tages_anzeiger_tabloid_and_popular_press_such_as_blick_were_published_here,"Apart from major Zurich newspapers ""Neue Zürcher Zeitung"" and ""Tages-Anzeiger,"" tabloid and popular press such as Blick were published here."
fact_place_place_zurich_switzerland_german_and_romansh_speaking_swiss_television_settled_in_zurich,German- and Romansh-speaking Swiss television settled in Zurich.
fact_place_place_neumühlequai_in_1805_the_mechanical_cotton_spinning_mill_later_escher_wyss_cie_machine_factory_was_founded_at_neumühlequai,"In 1805, the mechanical cotton spinning mill, later Escher Wyss & Cie. machine factory, was founded at Neumühlequai."
